OP section;Wavelength (nm);"FoV_Y ("")";"FoV_X ("")";FoV Comment;"required d ("")";""" Comment";SIS Instrument;SIS COMMENT;N;N Comment;R;R Comment;BP (nm);BP Comment;SNR;SNR Comment;Cadence (s);Cadence Comment;tint (s);tint (s) Comment;T continuum;T continuum comment;T core;T core comment;REQ?;Duration of observation (h);Polarimetry
3.1.1;1082;60.0;60;;0.2;Goal 0,1;IFS-S;Was SP;285;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.54;BP +/- 75 kms-1;10000;;10;;;Not Mentioned, please provide;0.006;;0.018;;True;Not mentioned;True
3.1.1;1083;60.0;60;;0.2;Goal 0,1;IFS-S;Was SP;285;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.54;BP +/- 75 kms-1;10000;;10;;;Not Mentioned, please provide;0.006;;0.018;;True;Not mentioned;True
3.1.2;396;30.0;30;;0.06;0.025;TIS;;10;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.13;+/-50kms-1;300;between 300-1000;30;;3;Not mentioned, estimated from N and cadence;0.0004;;0.0113;;True;Not mentioned;True
3.1.2;630;30.0;30;;0.06;0.025;TIS;;10;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.21;+/-50kms-1;300;between 300-1000;30;;3;Not mentioned, estimated from N and cadence;0.0001;;0.0004;;True;Not mentioned;True
3.1.2;656;30.0;30;;0.06;0.025;TIS;;10;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.22;+/-50kms-1;300;between 300-1000;30;;3;Not mentioned, estimated from N and cadence;0.0001;;0.0006;;True;Not mentioned;True
3.1.2;1083;30.0;30;;0.06;0.025;IFS-S;;66;SIS&SAG Check;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.36;+/-50kms-1;300;between 300-1000;30;As short as possible;30;Not mentioned, suposed equal to cadence;0;;0;;False;Not mentioned;True
3.2.1;396;10.0;10;;0.1;0.1 polarimetry, Imaging DL;IFS-M;;188;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.26;+/-100kms-1;1000;;4;;;Not Mentioned, please provide;0.0011;;0.034;;False;Not mentioned;True
3.2.1;589;10.0;10;;0.1;;IFS-M;;194;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-100kms-1;3000;;4;;;Not Mentioned, please provide;0.0031;;0.0688;;True;Not mentioned;True
3.2.1;630;10.0;10;;0.1;;IFS-M;;190;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.42;+/-100kms-1;3000;;4;;;Not Mentioned, please provide;0.0029;;0.0105;;True;Not mentioned;True
3.2.1;656;10.0;10;;0.1;;IFS-M;;192;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.44;+/-100kms-1;1000;;4;;;Not Mentioned, please provide;0.0003;;0.0019;;True;Not mentioned;True
3.2.1;854;10.0;10;;0.1;;IFS-M;;191;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.57;+/-100kms-1;3000;;4;;;Not Mentioned, please provide;0.0027;;0.0132;;True;Not mentioned;True
3.2.2;396;10.0;10;;0.1;Goal DL;IFS-M;;188;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.26;+/-100kms-1;1000;;4;;;Not Mentioned, please provide;0.0011;;0.034;;False;Not mentioned;True
3.2.2;630;10.0;10;;0.1;Goal DL;IFS-M;;190;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.42;+/-100kms-1;3000;;4;;;Not Mentioned, please provide;0.0029;;0.0105;;True;Not mentioned;True
3.2.2;656;10.0;10;;0.1;Goal DL;IFS-M;;192;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.44;+/-100kms-1;1000;;4;;;Not Mentioned, please provide;0.0003;;0.0019;;True;Not mentioned;True
3.2.2;854;10.0;10;;0.1;Goal DL;IFS-M;;191;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.57;+/-100kms-1;3000;;4;;;Not Mentioned, please provide;0.0027;;0.0132;;True;Not mentioned;True
3.2.2;1083;10.0;10;;0.1;Goal DL;IFS-S;;66;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.36;+/-100kms-1;3000;;4;;;Not Mentioned, please provide;0.003;;0.008;;True;Not mentioned;True
3.2.3;396;10.0;10;;0.1;Goal DL;IFS-M;;144;SIS&SAG Check;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.2;+/-75kms-1;1000;;4;;;Not Mentioned, please provide;0.0011;;0.034;;False;Not mentioned;True
3.2.3;656;10.0;10;;0.1;Goal DL;IFS-M;;144;SIS&SAG Check;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.33;+/-75kms-1;1000;;4;;;Not Mentioned, please provide;0.0003;;0.0019;;True;Not mentioned;True
3.2.3;854;10.0;10;;0.1;Goal DL;IFS-M;;144;SIS&SAG Check;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.43;+/-75kms-1;3000;;4;;;Not Mentioned, please provide;0.0027;;0.0132;;True;Not mentioned;True
3.2.3;1083;10.0;10;;0.1;Goal DL;IFS-S;;100;SIS&SAG Check;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.54;+/-75kms-1;3000;;4;;;Not Mentioned, please provide;0.003;;0.008;;True;Not mentioned;True
3.2.4;587;60.0;60;;0.1;;IFS-M;Was SP;;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;;Not mentioned, Please provide;3300;;5;;5;;0.003;;0.0059;;True;Not mentioned;True
3.2.4;1083;60.0;60;;0.1;;IFS-S;Was SP;;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;;Not mentioned, Please provide;3300;;5;;5;;0.002;;0.008;;True;Not mentioned;True
3.3.1;396;30.0;30;;0.05;<0,05;TIS;;20;;100000;+/- 100 kms-1 spectral range, 4 kms spectral res;0.13;+/-50kms-1;1000;;20;Goal 10-20s;1;Not mentioned, estimated from N and cadence;0.0173;;0.5436;;True;Not mentioned;False
3.3.1;656;30.0;30;;0.05;<0,05;TIS;;20;;100000;+/- 100 kms-1 spectral range, 4 kms spectral res;0.22;+/-50kms-1;1000;;20;Goal 10-20s;1;Not mentioned, estimated from N and cadence;0.0053;;0.0306;;True;Not mentioned;False
3.3.1;854;30.0;30;;-1.0;0.05 is DL at the requested wavelength;TIS;;20;;100000;+/- 100 kms-1 spectral range, 4 kms spectral res;0.28;+/-100kms-1;1000;;20;Goal 10-20s;1;Not mentioned, estimated from N and cadence;0.0048;;0.0235;;True;Not mentioned;False
3.4.1;396;30.0;30;;0.15;0,05-0,15;TIS;;10;;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.2;+/-75kms-1;1000;;5;Imaging 1-5, polarimetry 10-15;0.5;Not mentioned, estimated from N and cadence;0.0039;;0.1208;;True;Not mentioned;False
3.4.1;630;30.0;30;;0.15;0,05-0,15;TIS;;10;;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.32;+/-75kms-1;1000;;15;Imaging 1-5, polarimetry 10-15;1.5;Not mentioned, estimated from N and cadence;0.0004;;0.0014;;True;Not mentioned;True
3.4.1;656;30.0;30;;0.15;0,05-0,15;TIS;;10;;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.33;+/-75kms-1;1000;;5;Imaging 1-5, polarimetry 10-15;0.5;Not mentioned, estimated from N and cadence;0.0012;;0.0068;;True;Not mentioned;False
3.4.1;854;30.0;30;;0.15;0,05-0,15;TIS;;10;;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.43;+/-75kms-1;1000;;15;Imaging 1-5, polarimetry 10-15;1.5;Not mentioned, estimated from N and cadence;0.0004;;0.0017;;True;Not mentioned;True
3.4.1;1083;30.0;30;;0.15;0,05-0,15;IFS-S;;142;SIS&SAG Check;100000;+/- 75 kms-1 spectral range, 3-6 kms spectral res;0.54;+/-75kms-1;1000;;15;;;Not Mentioned, please provide;0;;0;;False;Not mentioned;True
3.4.2;396;30.0;30;;0.1;0,05-0,1;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.13;+/-50kms-1;1000;;5;Imaging 1-5, polarimetry 10-15;0.3;Not mentioned, estimated from N and cadence;0.0144;;0.453;;True;Not mentioned;False
3.4.2;630;30.0;30;;0.1;0,05-0,1;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.21;+/-50kms-1;1000;;15;Imaging 1-5, polarimetry 10-15;1;Not mentioned, estimated from N and cadence;0.0013;;0.0047;;True;Not mentioned;True
3.4.2;656;30.0;30;;0.1;0,05-0,1;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.22;+/-50kms-1;1000;;5;Imaging 1-5, polarimetry 10-15;0.3;Not mentioned, estimated from N and cadence;0.0044;;0.0255;;True;Not mentioned;False
3.4.2;854;30.0;30;;0.1;0,05-0,1;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.28;+/-50kms-1;1000;;15;Imaging 1-5, polarimetry 10-15;1;Not mentioned, estimated from N and cadence;0.0012;;0.0059;;True;Not mentioned;True
3.5.1;396;30.0;30;;0.05;;TIS;;5;1 to 5;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.13;+/-50kms-1;1000;;1;;0.2;Not mentioned, estimated from N and cadence;0.0866;;2.7182;;True;Not mentioned;False
3.5.1;630;30.0;30;;0.05;;TIS;;5;1 to 5;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.21;+/-50kms-1;1000;;1;;0.2;Not mentioned, estimated from N and cadence;0.0256;;0.0933;;True;Not mentioned;True
3.5.1;656;30.0;30;;0.05;;TIS;;5;1 to 5;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.22;+/-50kms-1;1000;;1;;0.2;Not mentioned, estimated from N and cadence;0.0266;;0.1528;;True;Not mentioned;False
3.5.1;854;30.0;30;;-1.0;0.05 is DL at the requested wavelength;TIS;;5;1 to 5;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.29;+/-50kms-1;1000;;1;;0.2;Not mentioned, estimated from N and cadence;0.0241;;0.1174;;True;Not mentioned;False
3.5.2;396;5.0;5;Goal 10x10;0.05;DL;IFS-M;;188;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.26;+/-100kms-1;1000;;1;;;Not Mentioned, please provide;0.0173;;0.5436;;True;Not mentioned;False
3.5.2;630;5.0;5;Goal 10x10;0.05;DL;IFS-M;;190;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.42;+/-100kms-1;1000;;1;;;Not Mentioned, please provide;0.0051;;0.0187;;True;Not mentioned;True
3.5.2;656;5.0;5;Goal 10x10;0.05;DL;IFS-M;;192;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.44;+/-100kms-1;1000;;1;;;Not Mentioned, please provide;0.0053;;0.0306;;True;Not mentioned;False
3.5.2;854;5.0;5;Goal 10x10;-1.0;0.05 is DL at the requested wavelength;IFS-M;;191;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.57;+/-100kms-1;1000;;1;;;Not Mentioned, please provide;0.0048;;0.0235;;True;Not mentioned;True
3.5.2;1083;5.0;5;Goal 10x10;-1.0;;IFS-S;;133;SIS&SAG Check;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.72;+/-100kms-1;1000;;1;;;Not Mentioned, please provide;0.019;;0.061;;True;Not mentioned;False
3.5.3;396;10.0;10;;0.1;0,05-0,1;IFS-M;;289;SIS&SAG Check;100000;+/- 150 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-150kms-1;1000;;5;;;Not Mentioned, please provide;0.0009;;0.0272;;True;Not mentioned;False
3.5.3;630;10.0;10;;0.1;0,05-0,1;IFS-M;;286;SIS&SAG Check;100000;+/- 150 kms-1 spectral range, 3-6 kms spectral res;0.63;+/-150kms-1;3300;;5;;;Not Mentioned, please provide;0.0028;;0.0102;;True;Not mentioned;True
3.5.3;656;10.0;10;;0.1;0,05-0,1;IFS-M;;287;SIS&SAG Check;100000;+/- 150 kms-1 spectral range, 3-6 kms spectral res;0.66;+/-150kms-1;1000;;5;;;Not Mentioned, please provide;0.0003;;0.0015;;True;Not mentioned;False
3.5.3;854;10.0;10;;0.1;0,05-0,1;IFS-M;;284;SIS&SAG Check;100000;+/- 150 kms-1 spectral range, 3-6 kms spectral res;0.85;+/-150kms-1;3300;;5;;;Not Mentioned, please provide;0.0026;;0.0128;;True;Not mentioned;True
3.5.3;1083;10.0;10;;0.1;0,05-0,1;IFS-S;;203;SIS&SAG Check;100000;+/- 150 kms-1 spectral range, 3-6 kms spectral res;1.1;+/-150kms-1;3300;;5;;;Not Mentioned, please provide;0.002;;0.008;;True;Not mentioned;True
3.6.1;589;30.0;30;;0.1;;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.28;+/-70kms-1;1000;;15;;1;Not mentioned, estimated from N and cadence;0.0014;;0.0306;;True;Not mentioned;True
3.6.1;630;30.0;30;;0.1;;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.29;+/-70kms-1;1000;;15;;1;Not mentioned, estimated from N and cadence;0.0013;;0.0047;;True;Not mentioned;True
3.6.1;849;30.0;30;;0.1;;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-70kms-1;1000;;15;;1;Not mentioned, estimated from N and cadence;0.0011;;0.0012;;True;Not mentioned;True
3.6.1;854;30.0;30;;0.1;;TIS;;15;;100000;+/- 50 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-70kms-1;1000;;15;;1;Not mentioned, estimated from N and cadence;0.0012;;0.0059;;True;Not mentioned;True
3.6.1;1083;30.0;30;;0.1;;IFS-S;Was a TIS;94;SIS&SAG Check;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.51;+/-70kms-1;1000;;15;;;Not Mentioned, please provide;0;;0;;True;Not mentioned;True
3.6.2;589;60.0;60;;0.1;;IFS-M;Was SP;136;Depends on BP should be known;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.28;+/-70kms-1;3300;;5;;;Not Mentioned, please provide;0.003;;0.0666;;True;Not mentioned;True
3.6.2;630;60.0;60;;0.1;;IFS-M;Was SP;132;Depends on BP should be known;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.29;+/-70kms-1;3300;;5;;;Not Mentioned, please provide;0.0028;;0.0102;;True;Not mentioned;True
3.6.2;849;60.0;60;;0.1;;IFS-M;Was SP;135;Depends on BP should be known;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-70kms-1;3300;;5;;;Not Mentioned, please provide;0.0024;;0.0026;;True;Not mentioned;True
3.6.2;854;60.0;60;;0.1;;IFS-M;Was SP;134;Depends on BP should be known;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-70kms-1;3300;;5;;;Not Mentioned, please provide;0.0026;;0.0128;;True;Not mentioned;True
3.6.2;1083;60.0;60;;0.1;;IFS-S;Was SP;135;Depends on BP should be known;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.51;+/-70kms-1;3300;;5;;;Not Mentioned, please provide;0.002;;0.008;;True;Not mentioned;True
3.6.3;589;5.0;5;Goal 10x10;0.1;;IFS-M;;131;SIS&SAG Check;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.27;+/-70kms-1;3000;;5;;;Not Mentioned, please provide;0.0025;;0.055;;True;Not mentioned;True
3.6.3;630;5.0;5;Goal 10x10;0.1;;IFS-M;;132;SIS&SAG Check;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.29;+/-70kms-1;3000;;5;;;Not Mentioned, please provide;0.0023;;0.0084;;True;Not mentioned;True
3.6.3;849;5.0;5;Goal 10x10;0.1;;IFS-M;;135;SIS&SAG Check;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-70kms-1;3000;;5;;;Not Mentioned, please provide;0.002;;0.0021;;True;Not mentioned;True
3.6.3;854;5.0;5;Goal 10x10;0.1;;IFS-M;;134;SIS&SAG Check;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.4;+/-70kms-1;3000;;5;;;Not Mentioned, please provide;0.0022;;0.0106;;True;Not mentioned;True
3.6.3;1083;5.0;5;Goal 10x10;0.1;;IFS-S;;94;SIS&SAG Check;100000;+/- 70 kms-1 spectral range, 3-6 kms spectral res;0.51;+/-70kms-1;3000;;5;;;Not Mentioned, please provide;0.002;;0.007;;True;Not mentioned;True
3.7.1;4700;60.0;60;;-1.0;0.03 is DL at the requested wavelength;IFS-S;Was SP;68571;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;120;Not Mentioned, please provide;1000;;;SRD says not crucial, to be checked;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;True
3.7.2;396;0.3;60;To be verified;0.3;;IFS-M;Was SP;722;Depends on BP should be known;100000;;1;;1000;;30;;;Not Mentioned, please provide;0;;0.0005;;True;Not mentioned;True
3.8.1;396;60.0;20;Goal 60x60;0.1;Goal 0,05;IFS-M;Was SP;188;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.26;+/-100kms-1;1000;;10;;;Not Mentioned, please provide;0.0004;;0.0136;;True;Not mentioned;True
3.8.1;589;60.0;20;Goal 60x60;0.1;Goal 0,05;IFS-M;Was SP;223;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.39;+/-100kms-1;1000;;10;;;Not Mentioned, please provide;0.0001;;0.0031;;True;Not mentioned;True
3.8.1;630;60.0;20;Goal 60x60;0.1;Goal 0,05;IFS-M;Was SP;240;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.42;+/-100kms-1;1000;;10;;;Not Mentioned, please provide;0.0001;;0.0005;;True;Not mentioned;True
3.8.1;854;60.0;20;Goal 60x60;0.1;Goal 0,05;IFS-M;Was SP;239;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.57;+/-100kms-1;1000;;10;;;Not Mentioned, please provide;0.0001;;0.0006;;True;Not mentioned;True
3.8.1;1083;60.0;20;Goal 60x60;0.1;Goal 0,05;IFS-S;Was SP;206;Depends on BP should be known;100000;+/- 100 kms-1 spectral range, 3-6 kms spectral res;0.72;+/-100kms-1;1000;;10;;;Not Mentioned, please provide;0;;0;;True;Not mentioned;True
4.1.1;396;30.0;30;Goal 60x60;0.05;DL;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.1.1;430;30.0;30;Goal 60x60;0.05;DL;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.1.1;630;5.0;5;;0.08;0.05;IFS-M;;91;SIS&SAG Check;200000;;0.1;Goal 0.6;2000;;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.0005;;0.0019;;True;Not mentioned;True
4.1.1;854;5.0;5;;0.08;0.05;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;2000;;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.0005;;0.0024;;True;Not mentioned;True
4.1.1;1082;5.0;5;;0.08;0.05;IFS-S;Was a TIS;74;SIS&SAG Check;50000;;0.8;Assumed to be the same than for HeI;1000;Goal 2000;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.1.1;1083;5.0;5;;0.08;0.05;IFS-S;Was a TIS;18;SIS&SAG Check;50000;;0.2;target 0.1;1000;Goal 2000;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.1.1;1565;5.0;5;;-1.0;0.08 is DL at the requested wavelength;IFS-S;Was a TIS;51;SIS&SAG Check;50000;;0.8;target 0.5;1000;Goal 2000;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.001;;0.001;;True;Not mentioned;True
4.2.1;396;30.0;30;Goal 60x60;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.2.1;430;30.0;30;Goal 60x60;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.2.1;630;5.0;5;;0.08;0.05;IFS-M;;181;SIS&SAG Check;200000;;0.2;target 0.1;2000;;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.0005;;0.0019;;False;Not mentioned;True
4.2.1;630;30.0;30;Goal 60x60;0.08;0.05;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;;0.1;;1000;Goal 2000;120;Goal 60s;12;Not mentioned, estimated from N and cadence;0.0001;;0.0003;;True;Not mentioned;True
4.2.1;854;5.0;5;;0.08;0.05;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;2000;;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.0005;;0.0024;;True;Not mentioned;True
4.2.1;1082;5.0;5;;0.08;0.05;IFS-S;Was a TIS;74;SIS&SAG Check;50000;;0.8;target 0.5;1000;Goal 2000;120;Goal 60s;120;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.2.1;1083;5.0;5;;0.08;0.05;IFS-S;Was a TIS;74;SIS&SAG Check;50000;;0.8;target 0.5;1000;Goal 2000;120;Goal 60s;120;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.2.1;1565;5.0;5;;-1.0;0.08 is DL at the requested wavelength;IFS-S;;51;SIS&SAG Check;50000;;0.8;target 0.5;2000;;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.004;;0.006;;True;Not mentioned;True
4.3.1;630;15.0;15;;0.1;0.05;IFS-M;;91;SIS&SAG Check;200000;;0.1;;3000;;;SRD says not crucial, to be checked;;Not Mentioned, please provide;0.0231;;0.084;;True;Not mentioned;True
4.3.1;1565;15.0;15;;0.1;0.05;IFS-S;;26;SIS&SAG Check;200000;;0.1;;3000;;;SRD says not crucial, to be checked;;Not Mentioned, please provide;0.024;;0.034;;True;Not mentioned;True
4.3.1;2200;15.0;15;;-1.0;0.1 is DL at the requested wavelength;IFS-S;;2182;SIS&SAG Check;200000;;12;;3000;;;SRD says not crucial, to be checked;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.4.1;396;30.0;30;Goal 60x60;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.4.1;656;30.0;30;Goal 60x60;0.08;0.05;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;;0.5;;1000;Goal 2000;60;Goal 30s;6;Not mentioned, estimated from N and cadence;0.0002;;0.001;;True;Not mentioned;True
4.4.1;854;15.0;15;;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;;;Not mentioned, Please provide;2000;;60;;;Not Mentioned, please provide;0.0002;;0.0008;;True;Not mentioned;True
4.4.1;1083;15.0;15;;0.1;0.05;IFS-S;Was a TIS;295;SIS&SAG Check;200000;;0.8;target 0.5;2000;;60;;;Not Mentioned, please provide;0;;0;;False;Not mentioned;True
4.4.1;1565;15.0;15;;0.1;0.05;IFS-S;;51;SIS&SAG Check;200000;;0.2;target 0.1;2000;;60;;;Not Mentioned, please provide;0.011;;0.015;;True;Not mentioned;True
4.5.1;396;30.0;30;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,5s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.5.1;430;30.0;30;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,5s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.5.1;630;10.0;10;;0.06;;IFS-M;;544;SIS&SAG Check;200000;;0.6;target 0.1;1000;Goal 2000;10;Goal 5s;10;Not mentioned, suposed equal to cadence;0.0007;;0.0026;;True;Not mentioned;True
4.5.1;854;10.0;10;;0.06;;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;1000;Goal 2000;10;Goal 5s;10;Not mentioned, suposed equal to cadence;0.0007;;0.0033;;True;Not mentioned;True
4.5.1;1083;10.0;10;Goal 30x30;0.06;;IFS-S;Was a TIS;46;SIS&SAG Check;50000;;0.5;;1000;Goal 2000;20;Goal 10s;20;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.5.1;1082;10.0;10;Goal 30x30;0.06;;IFS-S;Was a TIS;46;SIS&SAG Check;50000;;0.5;;500;Goal 2000;20;Goal 10s;20;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.5.1;1565;10.0;10;Goal 30x30;-1.0;0.06 is DL for the target line;IFS-S;Was a TIS;13;SIS&SAG Check;50000;;0.2;target 0.1;500;Goal 2000;20;Goal 10s;20;Not mentioned, suposed equal to cadence;0;;0.001;;True;Not mentioned;True
4.6.1;396;30.0;30;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,5s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.6.1;430;30.0;30;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,5s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.6.1;630;10.0;10;;0.06;;IFS-M;;91;SIS&SAG Check;200000;;0.1;;1000;Goal 2000;10;Goal 5s;10;Not mentioned, suposed equal to cadence;0.0007;;0.0026;;True;Not mentioned;True
4.6.1;656;30.0;30;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.6.1;854;10.0;10;;0.06;;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;1000;Goal 2000;10;Goal 5s;10;Not mentioned, suposed equal to cadence;0.0007;;0.0033;;True;Not mentioned;True
4.6.1;1083;30.0;30;;0.06;;IFS-S;Was a TIS;46;SIS&SAG Check;50000;;0.5;;1000;;10;;;Not Mentioned, please provide;0;;0.001;;True;Not mentioned;True
4.6.1;1565;30.0;30;;-1.0;0.06 is DL for the target line;IFS-S;Was a TIS;13;SIS&SAG Check;50000;;0.2;target 0.1;1000;;10;;;Not Mentioned, please provide;0.002;;0.003;;True;Not mentioned;True
4.7.1;396;30.0;30;;0.05;DL;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;Goal is 2s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.7.1;430;30.0;30;;0.05;DL;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;Goal is 2s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.7.1;630;30.0;30;;0.06;;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;;0.1;;1000;Goal 2000;30;Goal 15s;3;Not mentioned, estimated from N and cadence;0.0006;;0.0022;;True;Not mentioned;True
4.7.1;854;10.0;10;;0.06;;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;1000;Goal 2000;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.0002;;0.0011;;True;Not mentioned;True
